text,label,teks_bersih,skor_polaritas
@yappingfess iya gapapa nder klo kamu emg ngerasanya gt tp klo ak mending split bill si ya drpd ak yg byar smua trauma bgt prnh pcaran sm kating trs ak mlu yg bayar mksudnya tu gantian gt napa dia yg bayar tp dia slalu blg gada uang katany buat sehari hari aj susah fak lngsung gw putusin,2,iya apaapa nder kalau kamu memang ngerasanya kalau aku mending split bill si daripada aku byar semua trauma sangat pernah pcaran sama kating terus aku mlu bayar mksudnya ganti kenapa yang bayar tapi dia selalu bilang ada uang katany buat hari hari susah fak langsung putusin,0.6128170703153768
@yappingfess normal ga sih kalo sender GA BERHARAP DIBAYARIN tiap jalan sm cwo? btw sender ama dia sama2 MASIH KULIAH. alasan dia buat split bill pun karena DIA BELUM PUNYA PENGHASILAN TETAP. jadi sender sebagai cewek NORMAL kan kalo SEHARUSNYA GA BERHARAP DIBAYARIN? hrsnya gni mikirnya,2,normal sih kalau sender harap dibayarin tiap jalan sama cwo btw sender sama sama kuliah alas buat split bill karena belum punya hasil tetap jadi sender cewek normal kan kalau tidak harap dibayarin hrsnya begini mikirnya,0.7309830188878096
normal ga sih kalo sender mundur dari cowok yang suka split bill? btw sender ama dia sama2 masih kuliah. alasan dia buat split bill pun karena dia belum punya penghasilan tetap. jadi sender sebagai cewek normal kan kalo ngejauh? mau nemenin dari 0 tapi takut sad ending,0,normal sih kalau sender mundur cowok suka split bill btw sender sama sama kuliah alas buat split bill karena belum punya hasil tetap jadi sender cewek normal kan kalau ngejauh mau tani takut sad ending,0.7323814201782708
@cibeyl @averrysss Ini kayaknya kalo kita jalan gak ada split bill deh antara main dulu duluan bayar atau bayar masing masing aja,2,kayak kalau jalan ada split bill deh main dulu duluan bayar bayar masing masing,0.5592344616113553
@tanyakanrl Ya ajak keluar aja ketika pas bagian bayar2 gitu bilang aja ke cowoknya gantian ya biar sama2 ngeluarin adil . menurutku kl sm cowok lbh enak bayarnya misal full dia kalo keluar kmren next time kl keluar gantian kita sbagai cewek. Biar sama2 adil aja sih drpd split bill.,0,ajak keluar ketika pas bagi bayar bilang ke cowok ganti biar sama ngeluarin adil turut kalau sama cowok lebih enak bayar misal full kalau keluar kemarin next time kalau keluar ganti sbagai cewek biar sama adil sih split bill,-0.20564535056325417
@KostSapik Sesama cewe gak wajib buat bayarin nafkahin or apapun itu saling aja bayar ganti2 an or split bill,2,sama cewek wajib buat bayarin nafkahin or apa saling bayar ganti an or split bill,0.10352850154193634
Habis debat opini sama temenku yg keukeuh kalo pacaran semua hrs dibayarin pacarnya bahkan harus ngasih uang bulanan &amp; blg aku mau aja dimanfaatin krn aku blg split bill is okay. Girl just get a job and make your own money jangan menggantungkan hidup sama lelaki yg bkn suamimu,2,habis debat opini sama temenku keukeuh kalau pacar semua dibayarin pacar bahkan beri uang bulan amp bilang mau dimanfaatin saya bilang split bill is okay girl just get a job and pakai your own money jangan gantung hidup sama lelaki bukan suami,0.7124438624847486
@tanyakanrl Ga pernah... jangankan pingin dibeliin ini itu dibayarin makan aja aku ga mau harus split bill atau BM. selama belum menikah aku ga mau minta dan atau dikasih hadiah apapun dari pacarku kecuali pas aku lagi ultah,2,pernah jangan dibeliin itu dibayarin makan mau split bill bm lama meni tidak mau minta atau kasih hadiah apa pacar pas saya lagi ultah,0.7218304274638752
@sbyfess Kalo dapet cewek yg diajak makan terus mau nya split bill menurut mas-mas gimana?,1,kalau cewek ajak makan terus mau nya split bill masmas gimana,0.0
@sbyfess kalo di first date split bill atau full kamu yg bayar?,1,kalau first date split bill full kamu bayar,0.0
@KostSapik split bill oke banget sih tapi kayanya w lebih suka ganti2 an aja jadi hari ini main w yang bayar dan nanti dia yang bayar,2,split bill oke sangat sih kayak lebih suka ganti an jadi hari main yang bayar nanti yang bayar,0.5122302501630938
@KostSapik kalo split bill biasanya pcrku nolak tiap aku mau bayar jd diakalin aja gantian kalo besok jalan aku yg bayarin dia,2,kalau split bill biasa pcrku tolak tiap mau bayar jadi diakalin ganti kalau besok jalan yang bayarin,0.6975885119401799
@KostSapik Betulll2. Split bill tuh g harus setengah2 dalam 1 perjalanan gitu ya patungan tp lbh ke. Misal aku bayar makanan n jajan dia bayar minuman. Terus besoknya gantian. Tp pacarku kerja g kerja ttp agak gengsi kalo split bill maunya all dia awalnya. Aku paksa sih.,2,betulll split bill tuh harus tengah jalan ya patungan lebih misal bayar makan n jajan bayar minum terus besok ganti pacar kerja kerja tetap gengsi kalau split bill mau all awal paksa sih,0.7300560943777495
@KostSapik Tim split bill-- atau sekalian tim yang ganti2 an bayarnya. Soalnya saya pribadi tipe yg gaenakan. Misal bayar tiket nonton nya beliau ya saya bagian bayar beli popcorn atau minum. (+),2,tim split bill sekali tim ganti an bayar soal pribadi tipe gaenakan misal bayar tiket nonton nya beliau saya bagi bayar beli popcorn minum,0.8124196511227858
Tak sukanya orang ungkit pasal makan ni. Aku tak mintak pon orang bayarkan makanan aku. Damn man aku boleh bayar sendiri. Ni la kalau keluar aku prefer aku yang bayarkan makanan atau split bill sebab aku tahu aku bukan jenis ungkit Aku suka tengok orang kenyang sebab makan.,2,tak suka orang ungkit pasal makan ni tak mintak pon orang bayar makan aku damn man boleh bayar sendiri la kalau keluar prefer yang bayar makan split bill tahu bukan jenis ungkit saya suka tengok orang kenyang makan,0.6797491692544566
@wonhele AYOO BAYAR tapi kamu kalo aku minta split bill ilfeel gaa,1,ayoo bayar kamu kalau minta split bill ilfeel gaa,0.0
@ngalamfess Aku sbg cewe klo ga ada bilang nnti aku traktir yaudah split bill ajaaa Atau klo aku yg ajak keluar atau misal dia effort ke tempat yg deket tempatku ya aku yg bayar,2,bagai cewek kalau ada bilang traktir yaudah split bill ajaaa kalau saya ajak keluar misal effort tempat deket tempat saya yang bayar,0.7288603981686576
@ngalamfess Gampangnya nder siapa yg ngajak dia yg provide. Tapi ada case khusus kalo cewe yg ngajak boleh aja split bill. Karna kan malu ya masa cowo dibayarin cwe :(( ya km berani pasang muka ga klo full dbyarin cwe meski cwenya yg ngajak,2,gampang nder siapa ajak provide ada case khusus kalau cewek ajak saja split bill kan malu masa cowok dibayarin cewek kamu berani pasang muka kalau full dbyarin cewek meski cwenya yang ajak,0.47271780282998593
@whoa_luthfi tp ak apa2 bayar sendiri kok. masih split bill jugaa,2,aku apa bayar sendiri kok split bill jugaa,0.6531545638104057
bua masmas kasir oh some krwc yg td bayar gue disuruh split bill karna kasir lu ada selisih lu selain cakep sopan juga.. namanya siapa ia wkwkwkwk,1,bua masmas kasir some krwc tadu bayar suruh split bill kasir kamu selisih kamu cakap sopan nama siapa wkwkwkwk,0.0
@Idiosyncartic Cowok split bill.,2,cowok split bill,0.09230401782326726
@hyunjaentt Saya udah berbangga diri mau dibayarin taunya split bill. Kenapa suka ayam goreng?,1,sudah bangga diri mau dibayarin tahu split bill suka ayam goreng,0.0
@jhyvnjung 123abc. lengkap dah tuh. tapi gue ga mau jajanin ayam geprek kita split bill aja bayar sendiri sendiri. gue sukanya ayam goyeng sih,1,abc lengkap tuh mau jajanin ayam geprek split bill bayar sendiri sendiri saya suka ayam goyeng sih,0.0
and on top of that barusan adekku ngajak split bill makan sushi. dia ngomong mba bayar sushi aku bayar parkir ️ ok deal? deal. yeayy . aku bahkan belum jawab .,1,and on top of that barusan adekku ajak split bill makan sushi bicara mba bayar sushi bayar parkir oke deal deal yeayy bahkan jawab,0.0
@selinristiana la nek split bill bayare 2 ewu itungane bayar parkir po pie kak,2,la nek split bill bayare ewu itungane bayar parkir po pie kak,0.560443589593838
anjing flexing kenceng bayar minta split bill bangsatttttt,0,anjing flexing kencang bayar minta split bill bangsatttttt,-0.4008922651592868
@briownis @sbyfess Split bill aku bayar bill nya dia gerakan split depan kasir,0,split bill bayar bill nya gera split depan kasir,0.24426286300398914
tsm anyone?? lg gabut sumpahh. yg mau2 ajaa tapiii split bill boleh dibayarin boleh bangett aku ada dj rt yaww. see yaaa,2,tsm anyone anggur sumpahh mau ajaa tapiii split bill dibayarin sangat ada dj rt yaww see yaaa,0.6464678235533539
@buahtidakjatuh Tim kalau lagi ngobrol ketemu sama siapapun HP di tas nggak pernah dikeluarkan kecuali pas bayar/split bill. Fokus ngobrol Ngapain ketemuan kalau berakhir liatin hp. Apa bedanya sama di rumah??,1,tim kalau bicara ketemu sama siapa hp tas pernah keluar pas bayarsplit bill fokus bicara ngapain ketemu kalau akhir lihat hp apa beda sama rumah,0.0
Faker2 berkedok ngajak cuddle ngewe bla bla bla Ngajak cekin dia milih hotel sendiri minta split bill/dia yg openin. TAPI diminta bayar/tf ke rek pribadi ato VA yg dia kasi Yah kalo lu TF trus di blok dia MAMPUS DEH LU wkwkw,1,faker kedok ajak cuddle ngewe bla bla bla ajak cekin pilih hotel sendiri minta split billdia openin minta bayartf rek pribadi ato va kasi yah kalau kamu tf terus blok dia mampus deh kamu wkwkw,0.0
@Trianamuza @bubbleswere @sbyfess Masih tujuan kan? Belum kesimpulan kan. Menurutku kalau masih pacaran split bill gak wajib tapi tau diri aja. Misal cowok yang bayarin makan cewek bayarin minum atau gantian yang lain. Kalau ceweknya udah minta ini itu selayaknya orang nikah. Ya kenapa gak nikah aja sekalian,0,tuju kan simpul kan turut kalau pacar split bill wajib tahu diri aja misal cowok bayarin makan cewek bayarin minum ganti lain kalau cewek minta itu layak orang nikah kenapa nikah sekali,0.17840059771875116
@sbyfess Dulu pengen gt ttapi doi ngga mau jadi daripada split bill mending bikin peraturan kalo jajan lebih sekan dia yg bayar aku klo sedikit aku yg bayar gt kwkwkwkwkwk,0,dulu ttapi doi mau jadi split bill mending bikin atur kalau jajan lebih sekan yang bayar kalau sedikit yang bayar begitu kwkwkwkwkwk,-0.2936009849054551
@sbyfess Gausah pacaran lek split bill mending gantian bayar ae seh,0,usah pacar lek split bill mending ganti bayar ae seh,-0.7768317194975717
@Lenyangiii SPLIT BILL APA DIA GAK BAYAR,1,split bill apa tidak bayar,0.0
@pawciousbaby @loeveluve @tanyakanrl Cewek kalo udah nyolot gitu pasti bukan pertama kalinya si cowok bersikap kek gitu. Itu tanda si cewek udah gak kuat. Ternyata bener kan malah sering split bill. Belajarlah melihat sesuatu dari dalam bukan luarnya doang.,1,cewek kalau nyolot pasti bukan pertama kali si cowok sikap kek gitu tanda si cewek tidak kuat nyata benar kan malah sering split bill bajar lihat dari bukan luar doang,0.0
@zzoeyes__ tp emang first date itu biasanya dibayarin full sm lakinya ga sih? bisa split bill di second date aja ka biar ga terlalu menyinggung,1,memang first date biasa dibayarin full sama laki sih split bill second date kakak biar terlalu singgung,0.0
@tanyakanrl Tinggalin mantan gua gini. Di awal sih split bill lama lama gua semua yg bayar sampe klo jalan pas pulang dia selalu gua kasih duit buat bensin atau buat makan. Puncaknya pas dia gajian itu uang habis bahkan belum ada seminggu padahal bukan Sandwich gen dan tinggal sama ortu,1,tinggalin mantan gin awal sih split bill lama lama semua bayar kalau jalan pas pulang selalu kasih duit buat bensin buat makan puncak pas gaji uang habis bahkan ada minggu padahal bukan sandwich gen tinggal sama orangtua,0.0
@tanyakanrl Gak tau mau kasih saran apa aku gak sebego ini sih. Mentok pengalaman terjelek pacaran sama 1 cowok pelit yg apa² harus split bill &amp; gak pernah ngajak kencan ke tempat fancy. Selain si pelit semua yg aku kencani cowok normal sih yg tiap kita kencan ya mereka yg bayar.,0,tahu mau kasih saran apa bego sih mentok alam jelek pacar sama cowok pelit apa split bill amp tidak pernah ajak kencan tempat fancy si pelit semua saya kencan cowok normal sih tiap kencan mereka bayar,-0.6113505653182351
ㅤ Katanya mau princess treatment. Tapi baru dijajanin es krim udah merasa ga enak. Jalan dikit langsung mikir duh harusnya split bill Gurl... cowok kalau beneren mau sama kamu dia ga akan perhitungan. Men love to PROVIDE for their partners. jangan gaenakan terus. ㅤ,0,kata mau princess treatment baru dijajanin es krim rasa enak jalan sedikit langsung mikir duh harus split bill gurl cowok kalau beneren mau sama kamu tidak hitung men cinta to provide for their partners jangan gaenakan terus,0.133118121106125
@itsyour_need @tanyarlfes - mungkin klo masih awal pacaran gpp tnya mau split bill atau gmn2 nya. Tp seiring waktu berjalan bisa km yg bayar parkir bensin toll. Dulu sih waktu aku pacaran doi blg klo km keluar sm aku berarti km tanggung jawab aku,2,mungkin kalau awal pacar apa apa tanya mau split bill gmn nya iring waktu jalan kamu bayar parkir bensin toll dulu sih waktu pacar doi bilang kalau kamu keluar sama arti kamu tanggung jawab,0.6175165686098985
guyssssss kalo aku ada beli sesuatu trs belum split bill pelunasan apapun itu jajan jajan yg belum aku bayar tolong hubungi aku yaaa. plis aku takut aku yg lupa bayar :(,1,guyssssss kalau ada beli terus split bill lunas apa jajan jajan belum bayar hubung yaaa takut saya yang lupa bayar,0.0
@tanyarlfes W pacaran samsek gak pernah dibayarin split bill kalo makan atau jalan keluar sesekali sih dia beliin barang atau traktir makan di momen penting aja. Tapi sekarang udah nikah jd suami semuanya dia cover,2,pacar samsek pernah dibayarin split bill kalau makan jalan keluar sekal sih beliin barang traktir makan momen penting aja sekarang nikah jadi suami semua cover,0.5313871297370367
@noturcutiepie__ @tanyakanrl engga suka split bill aku yang bayar tapi kalo doi nawarin sekali-kali dia yg bayar ya fine aja yang penting kita bedua ga ada rasa tertekan dan mikir (kok pacaran sm dia begini si kurang suka deh) kalau udah nikah kan kewajiban suami ya cari nafkah-,0,suka split bill yang bayar kalau doi nawarin sekalikali yang bayar fine yang penting dua ada rasa tekan mikir kok pacar sama begini si kurang suka deh kalau nikah kan wajib suami cari nafkah,-0.5112163307409275
@xyewonx buseet mana cewek cantik ini disuruh split bill auto diamuk fans fansnya deh ntar deyan wkwkwk. yang lagi viral apa ya? es pisang ijo mungkin kak? atau cimol yang pedes pedes gitu,0,buseet mana cewek cantik suruh split bill auto amuk fans fansnya deh deyan wkwkwk lagi viral apa es pisang ijo mungkin kak cimol pedas pedas,-0.4571459664949882
@ghostinstarr kalo jalan sama kamu nanti kalo beli makan kamu yg bayar atau split bill wkwkwk. wah ide bagus! boleh tuh. makanan apa ya yg lagi viral sekarang yan?,1,kalau jalan sama kamu kalau beli makan kamu bayar split bill wkwkwk wah ide bagus tuh makan apa yang viral sekarang yan,0.0
Hati hati ya para cowok.byk modus ngajak hs tp tf dl.ada modus lg split bill hotel.abis tf ngilang atau di blok.sange blh otak hrs jln.salam sange,1,hati hati para cowokbyk modus ajak hs tf dlada modus split bill hotelabis tf ngilang di bloksange otak jlnsalam sange,0.0
@onlysosialmedia @tanyakanrl Dibayarin. Krn kalo ngedate harus cowo yg bayar. Aku cuma tau duduk manis dan ngobrol. Split bill pas ngedate sama aku termasuk red flag,0,dibayarin kalau ngedate cowok bayar cuma tahu duduk manis ngobrol split bill pas ngedate sama masuk red flag,-0.4943569739197304
@imurwaifeu @Aphrrodite10 @tanyakanrl lah itu setara kocak mau di ranah apapun skrg cewe udh bisa kerja udah bisa pendidikan ok &amp; ini bakal berdampak ke aspek lainnya contoh makan aja skrg udah banyak yg split bill nikah patungan 50:50? katanya gamau patriarki,2,lah tara kocak mau ranah apa sekarang cewek bisa kerja bisa didik oke amp bakal dampak aspek lain contoh makan sekarang banyak split bill nikah patungan kata mau patriark,0.705343341407874
@zonainteristi_ Kalo ini yg bayar siapa min Split bill atau ditraktir?,1,kalau yang bayar siapa min split bill traktir,0.0
@reindweer @decodeparam0re klw disuruh bayar mereka langsung ciut krn antara ga punya duit berujung split bill atau php. 2 opsi itu aja daa kemungkinan nya. yg meet bayar ga pernah php dan ga dibikin kelaperan. tentu tidak telat. kt mereka yg bayar cowo telat uda redflag mending langsung cut ૮(˶ᵔᵕᵔ˶)ა,0,kalau suruh bayar langsung ciut antara punya duit ujung split bill php opsi saja daa mungkin nya meet bayar pernah php tidak bikin kelaperan tidak telat mereka bayar cowok telat redflag mending langsung cut,-0.5890154863189989
cowok kalo ngajak ngedate kalian bayarin atau minta split bill?,1,cowok kalau ajak ngedate kalian bayarin minta split bill,0.0
@aldapstsr split bill dan disuruh bayar parkir &lt;3,2,split bill suruh bayar parkir lt,-0.12676880152805264
@kdrama_menfess Wkwkkwk ini cowok yang kalo ada di dunia nyata bakal jadi pergunjingan satu negara perkara split bill dalam segala hal,1,wkwkkwk cowok kalau di dunia nyata bakal jadi gunjing satu negara perkara split bill segala,0.0
@kdrama_menfess Wkwkw Nikah cuman biar bisa split bill saking ngiritnya biar bisa bayar KPR Kalo kalian nyari tontonan ringan tp gk komedi bgt tonton deh,1,wkwkw nikah biar split bill saking ngiritnya biar bayar kpr kalau kalian cari tonton ringan tidak komedi sangat tonton deh,0.0
@BaseBDG Karena mokondo tiap jalan gue yg bayar semua setelah sampe rumah dia cuma bilang 'makasih ya udh traktir aku' LAH SIAPA YG MAU TRAKTIR LU KATA GUE TEH dan berlanjut gitu terus tiap jalan selama 3 bln terakhir gue tegur biar split bill eh dia bilang gue perhitungan kocakkk,2,mokondo tiap jalan bayar semua sampai rumah cuma bilang makasih sudah traktir aku lah siapa yang mau traktir kamu kata teh lanjut terus tiap jalan lama bulan akhir tegur biar split bill eh bilang hitung kocakkk,0.5033862089899023
Bang split bill lah tiap ketemu gue mulu yg bayar @ haechan,2,bang split bill lah tiap ketemu melulu bayar haechan,0.7485512890887015
@vallzard Kalo aku ga split bill lebih ke oke aku yg bayar film raja yg bayar maem. Pusing soalnya ngituhg wkwkke,0,kalau tidak split bill lebih oke bayar film raja yang bayar maem pusing soal ngituhg wkwkke,-0.31748244473983334
@aldapstsr Selalu dibayarin tapi nantinya split bill wkwkwk,2,selalu dibayarin nanti split bill wkwkwk,0.5459690432198996
line split bill penuh kenangan (kenangan yang dimaksud: temen gak bayar padahal udah displit bill),1,line split bill penuh kenang kenang maksud teman bayar padahal displit bill,0.0
@SelebSUPHA Udah di antrian paling depan tiba-tiba si Supra ngacir akhirnya gue yang bayar semuanya meskipun aslinya gaji gue belum ditransfer GMM. Mau split bill juga ni anak satu udah masang muka melas. Bete dikit tapi untungnya cafenya bagus buat spot foto dan rasanya lumayan lah.,1,di antri paling depan tibatiba si supra ngacir akhir yang bayar semua meski asli gaji belum transfer gmm mau split bill ini anak satu masang muka melas sebal sedikit untung cafenya bagus buat spot foto rasa lumayan lah,0.0
@aldapstsr masih ngga habis pikir kalo first date split bill atau minta dibayarin yg cewe,0,tidak habis pikir kalau first date split bill minta dibayarin cewek,-0.4706583809773244
@mirukuppangz Jadi split bill dibayarin apa ngebayarin kak?,1,jadi split bill dibayarin apa ngebayarin kak,0.0
Yaampun split bill line udh gak ada btw kamu tim split bill atau dibayarin pas first date?,1,yaampun split bill line tidak btw kamu tim split bill dibayarin pas first date,0.0
@talkiefess Itu mah dia bukan tipe yg Lovlang gift aja sihh bukan pelit. Pelit tuh demen split bill tiba2 rajin jajan tp minta dibayarin perhitungan sm duit kembalian kurang dikit aja udh kyk dc nagih utang galaknya bukan main tp giliran minta bayarin kgk nanggung beli yg mahal,0,mah bukan tipe lovlang gift sihh bukan pelit pelit tuh suka split bill tiba rajin jajan minta dibayarin hitung sama duit kembali kurang sedikit sudah kayak dc nagih utang galak bukan main gilir minta bayarin nanggung beli mahal,-0.48270459164371116
@tanyarlfes Nder gue tipe yg split bill &amp; sering jg bayarin cowok. Karena sorry mantan² gue semuanya di bawah gue wkwk jd gue ga tega gitu loh mrk harus keluar uang. Tapi... pas gue deket sm temen cowok gue dan itu kemana² dia yg bayar. Gue jd tega dia yg bayar kerena dia,2,nder tipe split bill amp sering bayarin cowok sorry mantan semua bawah wkwk jadi tidak tega loh harus keluar uang pas deket sama teman cowok dan mana yang bayar jadi tega yang bayar rena,0.5984524532678559
@tanyarlfes Ikhlas beramal Mau split bill mau sender yang bayar yang penting ikhlas,2,ikhlas amal mau split bill mau sender bayar penting ikhlas,0.6622937318172254
@threecare_id Pengecualian itu baru berlaku kalo salah satu emg ada yg ngomong gua traktir ya Selama ngga ada yg ngomong gitu udh otomatis nya split bill. Baru2 ini aja orang2 ribut yg ngajak yg bayar kek dr mana teorinya anjir,2,kecuali baru laku kalau salah satu memang bicara traktir lama ada bicara sudah otomatis nya split bill baru saja orang ribut ajak yang bayar kek mana teori anjir,0.5035394202246352
@unsoedmfs ilfeel klo udah berpenghasilan tp gamau ngeusahain buat orang yg dia sayang klo masi sama2 kuliah oke lah. dlu waktu cowoku masi kuliah blm dapet kerja kita split bill dan dia terus terang karna masi pake duit ortu tp setelah lulus dan kerja alhamdulillah aku dibayarin trs,2,ilfeel kalau hasil tidak mau ngeusahain buat orang dia sayang kalau mas sama kuliah oke lah dulu waktu cowoku mas kuliah dapat kerja split bill dia terus terang mas pakai duit orangtua telah lulus kerja alhamdulillah dibayarin terus,0.7265338515357244
@unsoedmfs mungkin aku berprinsip mending gausa pacaran drpd pacaran sm org kek gt kesannya kek perhitungan bgt. emg blm ada kewajiban si tapi aku lebih suka gantian bayar drpd split bill ribet bgt kaya sama temen,0,mungkin prinsip mending gausa pacar pacar sama orang kek kesan kek hitung bgt memang ada wajib si saya lebih suka ganti bayar split bill ribet sangat kaya sama teman,-0.5506616623740176
We listen and we don't judge Gue sebenernya males banget kalo harus jadi yang nalangin kalo beli sesuatu atau makan bareng orang karena ngga enakan buat nagih tp org2 suka gatau diri (Tp kalo org org nge split in bill akan gue bayar saat itu jg),2,we listen and we dont judge benar males sangat kalau jadi nalangin kalau beli atau makan bareng orang enak buat nagih orangorang suka tidak tahu diri tp kalau orang orang nge split bill saya bayar itu jg,0.1448897794416833
BI-FAST makin upgrade! Dear @sobatdigitalbi Sekarang bukan cuma buat transfer Rp2.500 antar bank aja... Tapi juga punya 3 fitur baru yang bikin hidup kamu makin praktis! ⬇️ 1️⃣ Split Bill Otomatis Patungan makin gampang! 2️⃣ QR Code BI-FAST Bayar belanjaan tinggal scan 3️⃣,1,bifast makin upgrade dear sekarang bukan cuma buat transfer rp antar bank aja juga punya fitur baru bikin hidup kamu makin praktis split bill otomatis patungan makin gampang qr code bifast bayar belanja tinggal scan,0.0
@tanyakanrl Paling bener split Bill atau bayar sendiri-sendiri. Klo ga mampu spend ga usah pacaran.,2,paling benar split bill bayar sendirisendiri kalau mampu spend usah pacar,0.5799900746036242
@BaseBDG Ga ada aturan suka2 kamu aja. Tapi masih pdkt bawa martabak buat ortu asa too much sih. Aku dulu pas pdkt pernah split bill pernah full bayarin makanan cowok pernah juga cowok yg full bayarin wkwk,2,ada atur suka kamu aja masih pdkt bawa martabak buat orangtua asa too much sih dulu pas pdkt pernah split bill pernah full bayarin makan cowok pernah cowok full bayarin wkwk,0.3089042558132979
@tanyakanrl Kenal cwe ngarep dibayarin? ngerasain split bill aja udah kayak gile lo beneran ini gw dikasih bonus gk rogoh kantong lebih aja blm tau sensasinya kayak gimana. Baik bgd ternyata cewek ya? Apalagi sampe diorderin makanan wowww.,2,kenal cewek harap dibayarin rasa split bill sudah mirip gila kamu benar saya kasih bonus rogoh kantong lebih belum tahu sensasi mirip gimana baik sangat nyata cewek apalagi diorderin makan wo,0.6984578653705843
Adek gue yang laki aja gue wanti² dam siap kata²in abis²an kalau ngajak cwe ngedate trus ga dibayarin. Jadi gurll please yang rugi itu ttp kita cwe udah waktu energi kecantikan kita abis buat cwo yakali cuman makan di warung/resto mesti split bill,0,adik laki saya wanti dam siap kata in abis an kalau ajak cewek ngedate terus dibayarin jadi gurll please yang rugi tetap cewek waktu energi cantik abis buat cowok yakali makan warungresto mesti split bill,-0.46893157963761617
@BaseBDG gatau ya nderrr tergantung sih kesepakatan sih sebenerna tp sejauh aku ngedate rata2 ya dicover cowo (apalagi klo dia yg ngajak) suka inisiatif ikutin bayar parkir tp doi gausah cenah akumah tinggal duduk manis aja ada jg sih yg split bill juga tergantung lah pokoknya wkwkw,0,tahu nderrr gantung sih sepakat sih sebenerna jauh ngedate rata dicover cowok kalau ngajak suka inisiatif ikutin bayar parkir doi usah cenah akumah tinggal duduk manis ada sih yang split bill gantung lah pokok wkwkw,-0.43796088867477484
@seminggyuu @BaseBDG Aku pribadi ngerasa cowok yg bayarin semua tuh keliatan lebih tanggung jawab aja apalagi kalau dia yg ngajak duluan. Tapi sebenernya aku juga gak masalah sih sama split bill selama dua-duanya udah saling ngerti dan nyaman. Balik lagi ke cara komunikasi dan situasinya juga,2,pribadi rasa cowok bayarin semua tuh lihat lebih tanggung jawab apalagi kalau yang ajak duluan benar masalah sih sama split bill lama duaduanya saling ngerti nyaman balik ke cara komunikasi situasi juga,0.6883695167556647
@BaseBDG gada aturan sbnrnya mah gmn orgnya aja kalo kamu bukan tipikal cowok provider ya cari cewe yg biasa split bill. tp menurut urg ari jajan jeung makan hungkul mah nya udah harusnya bills on yang ngajak ngedate,0,ada atur benar mah bagaimana orgnya kalau kamu bukan tipikal cowok provider cari cewek biasa split bill turut urg ari jajan jeung makan hungkul mah nya harus bills on ajak ngedate,-0.4197182358779554
km ngajak main itu mau split bill apa minta yg lain dulu yg bayar kek kemaren? WKWKWKW JK i still can't get over it.,1,kamu ajak main mau split bill apa minta lain dulu bayar kek kemaren wkwkwkw i still cant get over it,0.0
@telur35717 @sbyfess Opoo emange mas? Split bill kok malah dibilang redflag?! Lebih baik split bill ketimbang seng lanang ga duwe modal gawe halal no wedok'e... Ngono2 akhire munculno cewek matre!,2,opoo emange mas split bill kok malah bilang redflag lebih baik split bill ketimbang seng lanang duwe modal kerja halal no wedoke ngono akhire munculno cewek matre,0.670343735230064
@sbyfess aku selalu split bill selama pacaran. krn sadar diri aku masih blm jd tanggungan pacarku. nggak selalu semuanya bagi 2 sih. kadang kalo dia udah bayar makan berat aku beliin snacknya. pas aku beli tiket nonton dia bagian beli popcorn. gantian aja gituu,2,selalu split bill lama pacar sadar diri masih jadi tanggung pacar selalu semua sih kadang kalau sudah bayar makan berat beliin snacknya pas beli tiket nonton bagi beli popcorn ganti gituu,0.6951557326496559
@myrurukyu split bill kak aku bagian bayar parkir dia bayar sisanya,2,split bill kak bagi bayar parkir bayar sisa,0.6583461444901353
@ludictionariz @sbyfess Tp sy sebagai cwok cukup isin poll sama cowok yg ngajak jalan cweknya tp split bill,0,saya cwok cukup isin poll sama cowok ajak jalan cweknya split bill,-0.5942967504645859
aku juga ga minta dibayarin terus kok aku malah ikhlas banget kalau kita split bill. aku malah lebih seneng soalnya aku gabakal kepikiran tp aku sedih aja gitu kl dia beli apa apa jarang inget akuu :( makanan sekecil permen aja aku kasih kamu kan?,2,juga minta dibayarin terus kok malah ikhlas sangat kalau split bill malah lebih senang soal gabakal pikir saya sedih begitu kalau beli apa apa jarang ingat akuu makan kecil permen saya kasih kamu kan,0.7407771735282097
@sbyfess Ptpt tu apaan split bill kah maksudnya? ya kalau aku si b aja si nder gak masalah asal bukan aku yg disuruh bayar semua toh patungan kan itu masih pacaran wajar.,2,ptpt apa split bill maksud kalau si b si nder masalah asal bukan yang suruh bayar semua patungan kan masih pacar wajar,0.6418927958573892
@telur35717 @sbyfess Unpopular opinion ya ini dan emang bener cowok yg ngajakin split bill itu pelit. Kecuali udah jalan beberapa kalo dan yg inisiatif split bill itu cewek bukan inisiatif cowok,0,unpopular opinion ini memang benar cowok ngajakin split bill pelit sudah jalan beberapa kalau yang inisiatif split bill cewek bukan inisiatif cowok,0.05757413664494107
@sbyfess aku sih ga masalah mau split bill atau patungan karena dari kecil selalu diajarin kalo lagi pergi keluar jangan berharap / minta dibayarin sama cowo entah itu temen atau pacar kalo pun misalnya si cowo inisiatif + udah bayarin tiket nonton aku inisiatif bayar popcorn/minum,2,sih masalah mau split bill patungan dari kecil selalu diajarin kalau pergi keluar jangan harap minta dibayarin sama cowok entah teman pacar kalau misal si cowok inisiatif bayarin tiket nonton inisiatif bayar popcornminum,0.6522761222646682
